LATITUDE,LONGITUDE,INN
37.3309092,-122.0572217,FALSE
37.3310125,-121.7719242,FALSE
37.3311177,-121.9560875,FALSE
37.3311409,-121.855416,FALSE
37.3312349,-121.8574624,TRUE
37.331328,-121.855022,FALSE
37.3313536,-121.7821165,FALSE
37.3313982,-121.9505329,TRUE
37.3314464,-121.9070433,TRUE
37.3317836,-121.8566834,FALSE
37.3323061,-121.9849672,FALSE
37.3323767,-121.9344672,FALSE
37.3327657,-121.8542596,TRUE
37.3331089,-121.7894598,FALSE
37.333395,-121.9295782,FALSE
37.3333971,-121.8567948,FALSE
37.3336858,-121.8536217,TRUE
37.3338598,-121.8557952,FALSE
37.3344299,-121.9251334,FALSE
37.3348976,-121.9255779,FALSE
37.335238,-122.0265183,FALSE
37.3353093,-122.0889373,FALSE
37.3354928,-121.8859126,FALSE
37.3356096,-121.9988491,FALSE
37.3356499,-121.9581316,FALSE
37.3356635,-122.0315806,FALSE
37.336331,-121.9185548,FALSE
37.3363342,-121.9974591,FALSE
37.3368835,-121.9498834,TRUE
37.3370258,-122.0255985,FALSE
37.3371145,-121.8702924,FALSE
37.3371433,-122.0126001,FALSE
37.3373312,-121.8436656,TRUE
37.3374251,-122.0222551,FALSE
37.3374367,-122.0222299,TRUE
37.337733,-121.950644,FALSE
37.3378298,-122.0375404,FALSE
37.3378934,-121.9962074,FALSE
37.3379412,-122.0252749,FALSE
37.3379476,-121.9761486,TRUE
37.33799,-122.0139058,TRUE
37.3381397,-121.955847,FALSE
37.3383974,-121.9566968,FALSE
37.3387005,-121.9734353,FALSE
37.3387968,-121.8422772,TRUE
37.3391409,-121.8434135,TRUE
37.3391589,-121.8434221,TRUE
37.3394068,-121.9066857,TRUE
37.3395969,-121.8423513,TRUE
37.3397732,-122.042632,TRUE
37.3398709,-121.8835471,FALSE
37.3399519,-122.0108857,FALSE
37.3400135,-122.0032685,FALSE
37.3401715,-122.0546468,FALSE
37.3402,-122.0135505,FALSE
37.34033,-121.9718185,FALSE
37.3406176,-122.0641693,FALSE
37.3408676,-121.9224665,FALSE
37.3408703,-121.8801423,TRUE
37.3409406,-121.8434893,FALSE
37.3412227,-122.0713606,FALSE
37.3413997,-121.8780465,FALSE
37.341424,-122.0425823,FALSE
37.3414324,-122.0425038,FALSE
37.341446,-121.9791252,FALSE
37.3414629,-122.0424202,FALSE
37.3414652,-122.0426989,FALSE
37.3414803,-122.042184,TRUE
